,Unnamed: 0,x,y
0,0,64.07614550115562,79.33911275430634
1,1,62.779123309469384,84.95712516213753
2,2,61.18881280822777,79.99941934069432
3,3,41.53980247805519,86.42593064693195
4,4,65.5774120951689,78.65375350538716
5,5,35.41644241263965,26.36742505882517
6,6,28.693539242140535,67.37302393329782
7,7,81.20048943953945,36.92902160808413
8,8,48.98133039392636,80.31988915904923
9,9,59.82221220501434,78.2285147494728
10,10,44.04173553451015,78.619327890861
11,11,44.65494372705264,78.40201369747311
12,12,37.39991490584677,26.335088892869454
13,13,42.87022525232342,77.76441451273546
14,14,48.46295947066586,16.210196972990275
15,15,47.6159942833944,15.982959347576253
16,16,67.953507634787,19.606381360807895
17,17,76.57700334970832,28.264049869355972
18,18,81.73105290123361,41.05408895456419
19,19,70.82827679134438,75.76878417864205
20,20,72.41517605884322,71.28733582073944
21,21,58.84111934897508,15.184103465288237
22,22,27.839246792927575,57.879699586763515
23,23,82.56659818352152,54.1137887667113
24,24,32.973531480662565,27.15869315586445
25,25,25.800369483377093,40.77948946379026
26,26,57.101187820156426,79.94512477069001
27,27,32.61692639159278,30.264224646835327
28,28,64.89200368332914,16.865649647272182
29,29,66.29725133619085,17.116750711919124
30,30,59.397417172462525,79.47858201516362
31,31,60.884700554231024,80.00199517859063
32,32,26.67879508322208,61.76482574134593
33,33,78.99022977818989,29.539374674502707
34,34,48.35050225679241,80.3054435498958
35,35,58.65961015987448,15.140213002030057
36,36,37.69000283525774,72.32535381809765
37,37,42.32345099521773,17.126332563181247
38,38,38.38279049854736,76.22171344451417
39,39,40.498224375766654,75.38372863448906
40,40,33.79363456581836,73.38984317543664
41,41,62.845283427251644,15.981388993337736
42,42,41.64209926942727,77.76643687054218
43,43,42.11615583655753,77.10669904729588
44,44,38.0614294543028,75.9562164788461
45,45,33.70363684433989,71.45038744623398
46,46,54.18673247514761,14.86448608529401
47,47,52.225180463666284,79.84770928328214
48,48,56.411410050401685,14.985560352631664
49,49,64.0149477313717,17.62570441220418
50,50,38.79315868075111,72.26844788119865
51,51,83.18434079667716,45.57873267284067
52,52,31.058746963265,29.35231897404122
53,53,74.01027588094061,21.886919023613178
54,54,58.75807467894483,15.195644649159451
55,55,40.959835646903315,18.176219998959205
56,56,45.908622187224445,15.964761956387303
57,57,71.69674039002217,20.98177884043078
58,58,39.81873088127238,21.154095171496277
59,59,32.69026565802472,31.061321423171957
60,60,70.18162101690241,76.48101220370532
61,61,45.72250425484985,79.61764926888515
62,62,29.38096089602706,61.51879909585193
63,63,32.30774293289191,68.17250322184792
64,64,63.634283373090405,78.92547186903984
65,65,75.70182928819555,70.41742999096955
66,66,80.17338011627696,36.02144283635635
67,67,66.82174779650136,77.9532596648693
68,68,66.11484716535509,79.189324455365
69,69,41.33045251139465,77.84002550922158
70,70,38.47866768796819,74.92485902508206
71,71,78.73357643804721,65.83520500977158
72,72,69.42690506554511,76.65614924184732
73,73,69.18739416331158,22.284538687687398
74,74,26.29446623916248,50.57492044260211
75,75,45.79800329249633,79.7020276962678
76,76,59.39716279660744,80.06160928863514
77,77,55.29359690024539,15.43526713071418
78,78,41.50996393873033,78.21117291411804
79,79,66.25613387606681,80.70728345601687
80,80,54.59961194465667,76.34871885006726
81,81,74.43814253378511,72.9811676795075
82,82,46.741257435054436,79.96101128918893
83,83,39.46617037403419,76.2380020152632
84,84,49.4494637474738,80.31393706368564
85,85,67.4165248953857,79.50462162404368
86,86,65.8642050758689,79.87604308155555
87,87,39.650686074998255,75.42940203134336
88,88,48.504068702472,19.269049172799477
89,89,60.37541839104191,16.07440710145257
90,90,57.1934498660814,15.926447233767014
91,91,62.80929175085095,79.0969138919513
92,92,66.53319230216466,19.160347249042555
93,93,73.20891641913673,20.886449462586395
94,94,71.17472842272514,19.974461721090048
95,95,74.50018596740382,70.08598968574006
96,96,79.2131678596936,64.53348242474048
97,97,84.5878550523867,61.02004289083443
98,98,32.120000169723525,24.790433125853742
99,99,33.972537450404076,21.986838107913478
100,100,37.89968982696537,19.762624600774064
101,101,81.07222214076575,51.3412021246882
102,102,43.582179642160796,17.546404704366346
103,103,51.97945442263273,80.17501784029736
104,104,51.30063326396463,15.210889965275118
105,105,43.459406587753996,18.2428310236497
106,106,42.2186210643704,17.182146480881794
107,107,28.590320928337704,37.085063208173736
108,108,53.845346857507366,14.054286772905858
109,109,62.06381666769129,74.98659194813128
110,110,79.39513096035226,36.69902647923645
111,111,29.319100539989762,36.07401800074614
112,112,27.24226627924156,54.76940233772409
113,113,34.048440119770014,29.464589522552295
114,114,66.20873967496443,17.312830743010842
115,115,74.68939100737012,25.13483256214314
116,116,30.697435917897664,32.91737641415239
117,117,70.91742313483982,19.941969121865416
118,118,81.94277469220191,34.655944799642604
119,119,36.531929830312166,21.035278686327185
120,120,71.0526589980253,72.28486346304885
121,121,39.33034181597288,19.11125070323739
122,122,70.4277722913114,24.82422512128073
123,123,70.24416107346887,19.809464825211606
124,124,68.53410307715552,18.30593705716374
125,125,31.466096706895836,32.67920076896376
126,126,69.44731836010567,18.58564872679394
127,127,72.3702386291255,21.221160346480346
128,128,37.38469053200687,23.943605330589637
129,129,70.74752728343174,19.168824268705677
130,130,72.42431387955591,20.953391756906864
131,131,72.3220435282612,11.644313377592379
132,132,37.198044376212934,25.838681919108296
133,133,28.72906128167439,38.060619473140385
134,134,70.74900132132328,11.502856151340875
135,135,48.98011136697783,15.539261173401078
136,136,48.44609418326594,75.48370856602209
137,137,30.82140732232179,68.90421486065298
138,138,72.7978342133932,20.693983729289158
139,139,64.70233318389043,78.01541818783363
140,140,69.01845766744874,77.24348718629507
141,141,37.33115282823958,75.8363394746895
