,Unnamed: 0,x,y
0,0,63.90656749275327,78.75222973866987
1,1,62.361630256926574,79.18377316652894
2,2,62.33673231909353,79.24765659214385
3,3,45.80177572935744,79.54745284734356
4,4,63.1540277985141,78.05813262893004
5,5,35.602933567010226,25.754073990459165
6,6,29.004781032143452,68.59771917758381
7,7,79.52405750080722,34.21674403269018
8,8,49.83687965737375,80.18941358061254
9,9,60.07353456804204,80.03883191289178
10,10,46.990762816163134,79.97822870552604
11,11,45.21274867517021,79.24892103882009
12,12,36.5458709347239,26.185010917479563
13,13,42.58825566015106,78.41151865741779
14,14,48.973898266962514,15.695644814861573
15,15,48.908521531864956,15.314671681537442
16,16,70.13486618781147,20.67068468312256
17,17,76.76122378882859,25.89750356029628
18,18,82.61218307473644,40.78000193094817
19,19,72.24898153834548,75.30215205258692
20,20,71.44225932527314,72.69620565087492
21,21,58.54699086877606,15.51433642196734
22,22,29.000209253672462,59.674929505593106
23,23,80.82866961922797,54.851279749809095
24,24,32.70542502243224,27.206977689751234
25,25,23.305151158943747,39.46926136128027
26,26,58.3907448631398,80.38424207768459
27,27,31.61936322112967,28.644690768003777
28,28,63.586255940034704,16.715588388598952
29,29,65.54050306944045,18.500480419233273
30,30,58.05742441089337,80.41303342691376
31,31,59.230959108539054,80.08586071413258
32,32,25.597883307732523,60.86727421675207
33,33,80.6271366397254,29.15545221962908
34,34,48.369823750079576,80.30969973451
35,35,59.798595187277215,15.9541924126372
36,36,38.74180256640121,73.67817444805208
37,37,45.429894560034946,16.517386566049176
38,38,36.620619383791364,75.15943396752334
39,39,40.01900285939996,75.82423045191817
40,40,35.83857747300234,74.77341539248124
41,41,62.91908018111212,16.165051354727517
42,42,42.488265219569286,78.26775280620505
43,43,44.68336637945634,79.28895618624513
44,44,37.130413281877246,75.7769451761311
45,45,32.0126305769982,70.56887686183696
46,46,54.262575772364485,14.995226601690549
47,47,51.99610088330989,80.71993785879586
48,48,57.62396933215624,15.860921757091605
49,49,63.45900646657083,16.910938053127815
50,50,37.674577760336064,75.47148194280497
51,51,82.64475446701199,45.40116799500499
52,52,31.870791127307367,28.94637279416657
53,53,72.78046060513805,20.71030328409316
54,54,59.80273035942495,15.501736959900766
55,55,39.996925206612225,18.368709615086846
56,56,47.08752592973773,17.070585286922146
57,57,72.56014862349602,20.644019786198605
58,58,40.40719412631815,18.447254345986536
59,59,32.90887271549151,31.072385534463262
60,60,71.06326829653614,75.88591021360031
61,61,46.62474667328598,78.13458695400016
62,62,28.128592439042624,62.904263567421594
63,63,33.5491442426203,68.10290089766201
64,64,64.79851786290787,78.89536288836774
65,65,77.07931305375885,70.9943019065095
66,66,81.1012225395137,38.34339091042793
67,67,64.86704245199175,78.82087829580435
68,68,63.72389615986507,78.58216644772368
69,69,41.61731184023314,77.91122105398131
70,70,37.738210402262546,76.30152398519866
71,71,80.59727964120536,66.18403218023748
72,72,69.07500658084268,77.12878130293262
73,73,70.6667861646016,22.53112733911892
74,74,25.38359175875603,48.83755809955416
75,75,45.03825971207351,79.10572820911882
76,76,58.62859230058304,79.59930123310295
77,77,54.92139473208896,15.214976129070937
78,78,42.45240952786607,78.20486800402236
79,79,63.36453415010635,79.23199969939401
80,80,57.09940483302686,78.64440350776283
81,81,73.99380763989578,74.10895789368936
82,82,45.55959713856046,79.72256083049088
83,83,40.09558107297442,77.44930804037391
84,84,47.919250874566586,78.99016445923918
85,85,66.99353478444071,77.9180327843006
86,86,66.13787618959846,78.13920216399382
87,87,39.45393729745245,76.42602936169763
88,88,47.785633930729034,16.61395664029532
89,89,55.99101998889819,15.20750851426673
90,90,56.16347752050688,14.963417875174354
91,91,60.0561856011676,80.23623108474531
92,92,67.50025611402394,18.521335735632405
93,93,72.00651702045629,20.738883345178603
94,94,71.22429832791514,22.872210997331067
95,95,73.43475192923466,71.36625047626497
96,96,81.31414363156155,64.88122203997958
97,97,84.05943918662861,61.81929937686702
98,98,32.634275098186855,26.343133160966904
99,99,34.095638638248545,22.465188476067738
100,100,40.81225656903841,18.789998989107417
101,101,82.40816096587047,49.955044041702095
102,102,42.196160520320305,17.95723313864359
103,103,53.34850914846874,79.88245382005715
104,104,50.79995888110005,14.982101097951142
105,105,43.129849247225145,17.011128381066158
106,106,41.40333171304052,18.179285244023053
107,107,28.464554758614298,35.898657660730656
108,108,56.84225884078173,15.572268212393157
109,109,63.464679848393445,75.57490861441144
110,110,77.73671309158321,33.84530675509031
111,111,28.4596805038153,38.07998143198123
112,112,24.581324136921,55.13167637931355
113,113,33.74901327281139,28.60272343165127
114,114,67.82273672000105,18.13258096238905
115,115,74.8004377872045,23.286275074009684
116,116,30.683764001224613,32.33652872081177
117,117,69.37417539788422,20.930113372962698
118,118,83.7063727458197,33.183313369512085
119,119,36.98576322148526,20.232160059496813
120,120,72.72083588192663,72.06792843694896
121,121,40.520323255218315,18.65119586109847
122,122,67.9640482388511,21.152893656726445
123,123,70.90842197615322,19.677000333084667
124,124,67.17969701574503,18.04160347425046
125,125,31.065841825177458,31.892076999505658
126,126,70.68251341098629,19.408676299130544
127,127,71.31908389610115,20.67522234202913
128,128,37.65932928222134,22.339629360488466
129,129,68.7802894165629,18.902900461795554
130,130,73.68879356354141,21.38404643349374
131,131,69.47248968597306,18.60141670902606
132,132,38.21464882846819,25.90407185869989
133,133,26.483075067171985,39.049548619147686
134,134,67.94758662692053,18.71695035085778
135,135,50.53479970715931,15.24591419268722
136,136,48.930088031387065,76.28666135909334
137,137,30.641610223149254,68.18402254320604
138,138,72.75877119554545,20.674027023032373
139,139,65.28224737872581,78.7348993769347
140,140,68.64152769188229,76.82349686427575
141,141,39.85355634472337,77.00607390111793
